ADUA,COD_PAI4,CANTI,FOBDOL,FOBPES
48,GBR,2114,500,1971515
48,GBR,16874,158901,623807680
48,GBR,1800,756,2966587
48,GBR,21648,40873,163430140
48,GBR,104000,92944,359709214
48,GBR,17472,61511,244966283
48,GBR,19185,101149,404445608
48,GBR,5460,36060,143609428
48,GBR,5460,36176,144324684
48,GBR,16381,108311,424084295
48,GBR,15400,277970,1088372077
48,GBR,19983,121150,463041090
48,GBR,6567,16546,63617457
48,GBR,21600,5746,22689745
48,GBR,5446,11993,47952971
48,GBR,1200,3805,15215650
48,GBR,193208,31802,125629460
48,GBR,120,64,255305
48,GBR,42,130,520966
48,GBR,15120,4234,16277388
48,GBR,38304,10087,39704103
48,GBR,6636,14588,57971388
48,GBR,4176,13582,53973631
48,GBR,110742,17466,68959634
48,GBR,12624,39437,157272342
48,GBR,19609,162559,621307135
48,GBR,38162,154626,615797049
48,GBR,135776,277234,1109499069
48,GBR,24000,58221,231863978
48,GBR,161088,303569,1202075572
48,GBR,46784,54400,217568992
48,GBR,6320,50477,197637242
48,GBR,105900,79140,316515410
48,CZE,12408,41933,167669200
48,CZE,2027,12440,48709515
48,DOM,150,856,3353566
48,DOM,180,1692,6624908
48,DOM,350,6370,24941289
48,DOM,275,2674,10468881
48,DOM,132,1942,7603608
48,DOM,2268,13513,53457191
48,DOM,1,4926,19818332
48,DOM,1150,5600,22307632
48,DOM,3700,13684,54506221
48,DOM,28000,138650,552263748
48,DOM,23122,123050,497765494
48,DOM,24000,19680,79609930
48,DOM,525,3751,14997931
48,DOM,375,2181,8720670
48,DOM,475,399,1572283
48,DOM,1000,8500,33856775
48,DOM,1500,3375,13443131
48,DOM,850,2516,10021605
48,DOM,400,828,3298048
48,DOM,200,1640,6532366
48,DOM,1500,7915,31526632
48,DOM,200,394,1569361
48,DOM,925,1384,5514671
48,DOM,1080,4147,16518920
48,DOM,3121,13106,52201451
48,DOM,40,473,1889856
48,DOM,1562,5489,22204091
48,DOM,1153,3849,15571468
48,DOM,949,4076,16298327
48,DOM,800,5456,21732066
48,DOM,1000,7726,30507210
48,DOM,15200,15132,60273026
48,DOM,9,684,2767497
48,DOM,2311,3749,15166339
48,DOM,419,2221,8985647
48,DOM,2665,6756,27331327
48,DOM,2518,9075,36285998
48,DOM,110,2024,8093784
48,DOM,24,534,2135204
48,DOM,54,1625,6496779
48,DOM,92,2246,8978654
48,DOM,80,2003,8009016
48,DOM,108,1458,5829828
48,DOM,120,34184,136425838
48,DOM,1,5269,21066950
48,DOM,2,1875,7497206
48,DOM,8,104,407377
48,DOM,9,50,195386
48,DOM,85,393,1543024
48,DOM,9,18,71017
48,DOM,68,207,813891
48,DOM,20,16,63177
48,DOM,200,40,159940
48,DOM,200,40,159940
48,DOM,4761,63547,242879697
48,DOM,8250,32890,127333539
48,DOM,3,600,2413926
48,DOM,1400,35420,137126759
48,DOM,90,2079,8048745
48,DOM,654,14796,57281974
48,DOM,100,290,1122720
48,DOM,3,300,1206963
48,DOM,88,19827,79101925
48,DOM,29,527,2015329
48,DOM,730,165199,647126609
48,DOM,604,161238,643701036
48,DOM,2,23127,93043893
48,DOM,3,1350,5431334
48,DOM,2296,37930,150079590
48,DOM,459,19935,77176078
48,DOM,14440,6080,23538416
48,DOM,108,28844,111668491
48,DOM,20,375,1468286
48,DOM,168,3168,12404082
48,DOM,3020,890,3484733
48,DOM,6110,15886,61501855
48,DOM,121,2276,8911519
48,DOM,577,10855,42501993
48,DOM,666,12532,49068952
48,DOM,1175,13852,53628564
48,DOM,210,398,1559516
48,DOM,6157,36698,143690134
48,DOM,38,96,388119
48,DOM,849,2436,9798568
48,DOM,218,1269,5105453
48,DOM,28,2835,11405800
48,DOM,2,80,321857
48,DOM,7,3860,15528786
48,DOM,11,4950,19914890
48,DOM,21,76625,308278466
48,DOM,738,20281,81594722
48,DOM,2,2720,10943131
48,DOM,2775,5954,23954192
48,DOM,385,15221,61236998
48,DOM,3696,2054,8265283
48,DOM,2740,18179,72411277
48,DOM,5000,10250,40239142
48,DOM,3720,99980,393180348
48,DOM,21590,74460,284589461
48,DOM,461,4718,18869815
48,DOM,68200,9038,36150947
48,DOM,3850,42702,168610555
48,DOM,125000,46250,178814802
48,DOM,25000,13250,50642162
48,DOM,510,1510,5769767
48,DOM,6300,12600,48157830
48,DOM,500,1420,5606927
48,DOM,692,26280,103766052
48,DOM,111,1202,4726816
48,DOM,1080,4147,15850806
48,DOM,5230,25047,95732033
48,DOM,180,1060,4052137
48,DOM,562,2206,8674035
48,DOM,400,2728,10426552
48,DOM,825,490,1937230
48,DOM,37000,37000,141415850
48,DOM,2000,9155,34991632
48,DOM,1212,7749,29616301
48,DOM,216,3205,12680070
48,DOM,40,1672,6614753
48,DOM,995,263750,1037222186
48,DOM,63,46459,183827983
48,DOM,1920,2412,9273297
48,DOM,14355,44157,169774199
48,DOM,1000,5055,20167175
48,DOM,12964,90831,358100053
48,DOM,180,2833,11304567
48,DOM,3892,19306,74743414
48,DOM,2020,521,2055610
48,DOM,530,629,2513226
48,DOM,65,818,3236630
48,DOM,604,16005,64744474
48,DOM,2337,24709,99952936
48,DOM,26000,6337,25634559
48,DOM,15982,13086,51714984
48,DOM,78,813,3149270
48,DOM,521050,37106,149285753
48,DOM,7,200,773206
48,DOM,267,1416,5482747
48,DOM,733,1768,6846659
48,DOM,1308,9531,38026316
48,DOM,144,624,2487564
48,DOM,48,511,2037543
48,DOM,72,385,1535338
48,DOM,924,5621,22426378
48,DOM,936,6907,27557577
48,DOM,960,5234,20880507
48,DOM,360,1338,5337060
48,DOM,300,2267,9044469
48,DOM,288,636,2539269
48,DOM,936,3065,12226215
48,DOM,384,2629,10490282
48,DOM,144,414,1652631
48,DOM,4704,21235,84719850
48,DOM,144,508,2027968
48,DOM,2400,13895,55434957
48,DOM,5616,25233,100668794
48,DOM,3708,19592,78162944
48,DOM,264,3971,15841226
48,DOM,2988,7272,29011050
48,DOM,432,1668,6655527
48,DOM,180,560,2235744
48,DOM,984,4901,19553902
48,DOM,8724,21194,84555640
48,DOM,3516,5777,23047311
48,DOM,96,1534,6118374
48,DOM,1068,11442,45648910
48,DOM,660,8587,34258585
48,DOM,492,10668,42559562
48,DOM,72,1355,5406000
48,DOM,564,7567,30188287
48,DOM,600,6617,26397576
48,DOM,264,2822,11259627
48,DOM,480,4380,17474229
48,DOM,192,2413,9627582
48,DOM,144,1692,6752234
48,DOM,48,938,3743794
48,DOM,312,4301,17160172
48,DOM,144,2002,7986441
48,DOM,48,242,965152
48,DOM,48,585,2332451
48,DOM,504,3386,13509255
48,DOM,288,2418,9646732
48,DOM,48,1126,4492552
48,DOM,36,699,2790610
48,DOM,132,1296,5171414
48,DOM,780,4313,17205174
48,DOM,72,188,749966
48,DOM,480,1133,4466726
48,DOM,324,1703,6744858
48,DOM,448,10099,40304057
48,DOM,120,65,258609
48,DOM,75,15840,63336398
48,DOM,60,17092,68190187
48,DOM,1,25171,100420963
48,DOM,20,522,2084836
48,DOM,60,209,819891
48,DOM,20,5,19417
48,DOM,1,0,40
48,DOM,16908,38911,153961330
48,DOM,3492,6476,25843742
48,DOM,19495,36278,144781145
48,DOM,120,34184,136139373
48,DOM,4050,5185,20302601
48,DOM,1288,41439,162251504
48,DOM,1080,4114,15723914
48,DOM,3000,21984,86076813
48,DOM,6908,33950,135749255
48,DOM,11040,28391,113520378
48,DOM,5000,25605,102186482
48,DOM,88,155855,616679010
48,DOM,1000,3626,14498597
48,DOM,24000,19680,78690677
48,DOM,50000,18500,73972435
48,DOM,208000,32032,128080272
48,DOM,100,1397,5584599
48,DOM,16,109,436237
48,DOM,1560,7234,27650239
48,DOM,240,682,2605109
48,DOM,4964,21277,85077337
48,DOM,1581,9411,37628538
48,DOM,26742,138172,552482524
48,DOM,11,1449,5690247
48,DOM,2000,4800,18345840
48,DOM,18000,17208,65769836
48,DOM,131780,9551,38191168
48,DOM,540,983,3756311
48,DOM,181440,8981,35767948
48,DOM,540,551,2105185
48,DOM,999,15705,61655356
48,DOM,33,2983,11709865
48,DOM,1113,6004,22949461
48,DOM,55,6907,26844247
48,DOM,816,1234,4932562
48,DOM,1196,2683,10727762
48,DOM,580,1047,4184561
48,DOM,840,24414,95844455
48,DOM,3182,698131,2745844226
48,DOM,2847,766873,3016760592
48,DOM,50,10322,39962694
48,DOM,36,92431,365729024
48,DOM,3712,9292,36383428
48,DOM,62,183,715506
48,DOM,230,170416,666551710
48,DOM,446,22011,87072242
48,DOM,6,131322,514182098
48,DOM,78,401,1604922
48,DOM,19200,21170,83766588
48,DOM,63200,155922,616945300
48,DOM,2933,22450,88286646
48,DOM,1752,5323,20933806
48,DOM,12,87,349432
48,DOM,1086,2620,10303386
48,DOM,1014,25854,103415113
48,DOM,1,6864,26992904
48,DOM,3,12693,49916719
48,DOM,3,382,1503272
48,DOM,24,102,407991
48,DOM,79,4711,18845176
48,DOM,18,18,71998
48,DOM,10,50,199996
48,DOM,1,3,12000
48,DOM,2,2,8000
48,DOM,76500,10536,42126302
48,DOM,39,4277,17206223
48,DOM,28448,66057,258640385
48,DOM,70530,64875,258909457
48,DOM,164830,151643,604645818
48,DOM,2,47,187252
48,DOM,172,1521,6068732
48,DOM,191,974,3885640
48,DOM,2483,12289,49045760
48,DOM,347,1800,7184741
48,DOM,13,78,309692
48,DOM,161,164,655821
48,DOM,150,154,612919
48,DOM,3843,4422,17648629
48,DOM,2253,2765,11035462
48,DOM,174,178,712252
48,DOM,3883,47061,187816480
48,DOM,86,3482,13869328
48,DOM,1491,4703,18463642
48,DOM,182,326,1280115
48,DOM,7461,20272,79584819
48,DOM,11,666,2615073
48,DOM,991,1595,6260582
48,DOM,500,13050,52180556
48,DOM,1,3018,12021147
48,DOM,181440,17968,69563452
48,DOM,10,16620,66306321
48,DOM,97,37460,149449341
48,DOM,9585,30105,116550002
48,DOM,529,2194,8493845
48,DOM,1932000,47101,186367353
48,DOM,64,6112,24178813
48,DOM,62,8460,33466824
48,DOM,102,8085,31981391
48,DOM,38,9875,39063049
48,DOM,4,1156,4574580
48,DOM,43,16370,64758151
48,DOM,122,12792,50602430
48,DOM,15,3470,13725519
48,DOM,17604,14704,58179566
48,DOM,87,380,1503353
48,DOM,3,7,25753
48,DOM,15000,250649,991758689
48,DOM,40864,250153,988805384
48,DOM,160920,26193,103004757
48,DOM,187,4306,16934480
48,DOM,14,22660,89112489
48,DOM,119,38943,153146852
48,DOM,4840,715,2858935
48,DOM,10800,1080,4239832
48,DOM,26,604,2389250
48,DOM,640,16626,65383084
48,DOM,15,1971,7800198
48,DOM,296,3843,15205196
48,DOM,242,2956,11696499
48,DOM,3934,43670,171736638
48,DOM,331,6919,27377060
48,DOM,1000,14585,55744599
48,DOM,294,5889,23301360
48,DOM,307,4791,18955492
48,DOM,7440,55841,218640430
48,DOM,15,6900,27134871
48,DOM,4022,21405,83810053
48,DOM,2544,4189,16403459
48,DOM,167,6539,25713594
48,DOM,2734,23963,94236811
48,DOM,21340,24389,93215786
48,DOM,32,6627,26059426
48,DOM,24,5512,21676436
48,DOM,500,6914,27585345
48,DOM,8800,1562,6245673
48,DOM,4500,34470,137828640
48,DOM,38500,24120,96442462
48,DOM,953,442,1763142
48,DOM,2860,1302,5192399
48,DOM,1907,2920,11648688
48,DOM,953,1225,4885683
48,DOM,3813,19426,77502833
48,DOM,7627,5281,21070768
48,DOM,825,8125,32688662
48,DOM,3813,1245,4967149
48,DOM,6,38,148238
48,DOM,588,435,1704622
48,DOM,19554,20677,80959894
48,DOM,11310,17568,68787684
48,DOM,1716,3481,13630395
48,DOM,2,15722,62724184
48,DOM,652,4190,16407531
48,DOM,1926,713,2790214
48,DOM,13722,13173,51579369
48,DOM,2500,16515,66443313
48,DOM,45,0,1955
48,DOM,15,0,957
48,DOM,15,0,359
48,DOM,30,1,2633
48,DOM,106,2,8059
48,DOM,60,2,8737
48,DOM,78,30,117463
48,DOM,728480,60362,240899254
48,DOM,424,24335,97116868
48,DOM,34,22639,90160614
48,DOM,65,34125,135902812
48,DOM,4680000,32276,128811239
48,DOM,32412,10300,40753995
48,DOM,2316,4516,17985766
48,DOM,480,171,680729
48,DOM,1100,24517,97427734
48,DOM,1200,198,788057
48,DOM,2405,60054,238642356
48,DOM,750,26068,103589540
48,DOM,1600,9520,37830766
48,DOM,181,5149,20549640
48,DOM,96,1084,4326114
48,DOM,121,880,3504162
48,DOM,100,217,863048
48,DOM,612,423,1683323
48,DOM,1,307,1225360
48,DOM,8200,14285,56509746
48,DOM,200,502,1985852
48,DOM,100,207,824736
48,DOM,8600,9671,38514120
48,DOM,7720,5261,20952570
48,DOM,1310,3478,13870750
48,DOM,3,3726,14838795
48,DOM,3,277,1106871
48,DOM,2460,4789,19070918
48,DOM,106,776,3089862
48,DOM,5173,59167,236128796
48,DOM,200,340,1344999
48,DOM,200,5625,22251825
48,DOM,15570,49525,195913375
48,DOM,1384,7342,29240192
48,DOM,5910,8276,32957896
48,DOM,80,2144,8537006
48,DOM,548,3564,14193311
48,DOM,600,1588,6323254
48,DOM,2208,2167,8628962
48,DOM,1056,2082,8292521
48,DOM,4452,12629,50296586
48,DOM,9996,9476,37494891
48,DOM,3,26,101468
48,DOM,20,66,262670
48,DOM,10,22,85843
48,DOM,25,22,89007
48,DOM,100,37,146368
48,DOM,14000,114675,456042134
48,DOM,56727,248394,991126509
48,DOM,2320270,314671,1252101845
48,DOM,1192,5137,20541625
48,DOM,17040,22680,88801952
48,DOM,4500,50050,199324125
48,DOM,24,1184,4734236
48,DOM,874,16071,64258615
48,DOM,642,3012,12043032
48,DOM,884,3563,14248530
48,DOM,1323,5635,22530004
48,DOM,3683,27920,111639839
48,DOM,739849,147218,584093133
48,DOM,500640,33436,132906418
48,DOM,693000,14852,59241352
48,DOM,1000,321,1256892
48,DOM,271400,76398,299919563
48,DOM,600,2304,9211128
48,DOM,4296,4422,17612049
48,DOM,30342,18103,72097109
48,DOM,618,14864,58200126
48,DOM,100,368,1442366
48,DOM,856,18637,72972182
48,DOM,13000,2598,9989970
48,DOM,506,13668,53517507
48,DOM,374,2430,9513673
48,DOM,59,36477,143200312
48,DOM,14,7910,31052841
48,DOM,263,3139,12318553
48,DOM,1,86,331961
48,DOM,550,21340,83553318
48,DOM,3800,5531,21655891
48,DOM,7,9226,35473486
48,DOM,7,7246,27859839
48,DOM,1,21760,85199757
48,DOM,40,40,157031
48,DOM,18390,26836,106159996
48,DOM,612,1407,5600840
48,DOM,300,2130,8467868
48,DOM,1512,1337,5320017
48,DOM,41692,34464,137119174
48,DOM,15168,22219,88376142
48,DOM,1000,2316,9163856
48,DOM,840,588,2342092
48,DOM,100,1195,4759864
48,DOM,624,4333,17230366
48,DOM,17238,14641,58094666
48,DOM,78,30,119494
48,DOM,9000,12038,48040218
48,DOM,2950,3895,15546353
48,DOM,50,186,743421
48,DOM,24815,203245,799277800
48,DOM,1573,171590,678791032
48,DOM,3930,14733,57036486
48,DOM,1244,23931,92649373
48,DOM,7150,72026,282013427
48,DOM,90,800,3097160
48,DOM,6642,28460,111921472
48,DOM,19272,44903,176586229
48,DOM,53760,18682,73341235
48,DOM,230,1674,6583156
48,DOM,123650,30430,120405275
48,DOM,27500,2920,11551880
48,DOM,33606,36725,144314413
48,DOM,3204,7104,27936176
48,DOM,176910,258439,1033607410
48,DOM,60000,96474,370924392
48,DOM,405000,612900,2451250647
48,DOM,26408,107464,420769610
48,DOM,24801,24553,97798242
48,DOM,1000,2924,11242032
48,DOM,4500,7215,28854968
48,DOM,17399,138796,552753796
48,DOM,5016,184800,723571464
48,DOM,25200,4480,17844512
48,DOM,220320,38893,155217136
48,DOM,3674,18896,75254196
48,DOM,290,7182,28194880
48,DOM,10243,15770,61911120
48,DOM,19300,43934,173797869
48,DOM,161520,60940,242695541
48,DOM,464,4674,18653373
48,DOM,3364,7582,30196510
48,DOM,8,2,5986
48,DOM,16,7,27936
48,DOM,3,0,1796
48,DOM,49,23,91790
48,DOM,30000,120392,481388616
48,DOM,53798,20444,79149782
48,DOM,36720,6252,24899386
48,DOM,60152,71484,279266760
48,DOM,284870,429398,1703504683
48,DOM,76000,122723,486974677
48,DOM,5580,292020,1168053718
48,DOM,108000,168351,681016832
48,DOM,1,31195,123431128
48,DOM,5971,25648,98026027
48,DOM,10802,34494,131839704
48,DOM,3600,14940,57101427
48,DOM,950,5500,21021275
48,DOM,4834,11606,44358407
48,DOM,2700,9735,37207657
48,DOM,1315,7800,31109192
48,DOM,44435,120950,482458482
48,DOM,18451,68102,271540720
48,DOM,1875,8699,34709764
48,DOM,903,4512,17970633
48,DOM,3051,10265,40966383
48,DOM,7462,26056,103986050
48,DOM,894,894,3560355
48,DOM,2053,12555,49841423
48,DOM,73668,203208,806489573
48,DOM,44549,155253,616176842
48,DOM,1083,4656,18287080
48,DOM,3256,13714,54220746
48,DOM,157,140,558723
48,DOM,2174,2174,8563905
48,DOM,1644,12001,48002040
48,DOM,2713,17020,67204151
48,DOM,10000,45670,182263490
48,DOM,902,33729,134606955
48,DOM,11034,49017,194370318
48,DOM,625,4393,17497779
48,DOM,183,5082,20242448
48,DOM,3650,42815,169056740
48,DOM,144,3088,12299171
48,DOM,97,663,2642780
48,DOM,91,536,2133455
48,DOM,22,545,2170857
48,DOM,25173,1331,5302648
48,DOM,456,10027,39938846
48,DOM,20774,180733,722829742
48,DOM,504,22730,89937076
48,DOM,447,12847,50832179
48,DOM,209,2516,9955446
48,DOM,111,3229,12774914
48,DOM,5940,51893,205326722
48,DOM,218,644,2549974
48,DOM,408,1736,6869568
48,DOM,723,3667,14509360
48,DOM,10,33,131444
48,DOM,27285,16709,64686897
48,DOM,3193,17664,67514258
48,DOM,715,5182,20726486
48,DOM,37,1791,7085093
48,DOM,38,1879,7435899
48,DOM,792,7183,28420497
48,DOM,12323,31369,124121108
48,DOM,219,652,2578225
48,DOM,588,6555,25936483
48,DOM,3618,15682,62047971
48,DOM,447,1810,7085049
48,DOM,4663,14810,57985678
48,DOM,28,19,76959
48,DOM,1977,8905,34867452
48,DOM,1240,4239,16597899
48,DOM,396,2370,9174601
48,DOM,300,1750,6773760
48,DOM,3348,3847,14891881
48,DOM,80,115,445062
48,DOM,113,741,2868473
48,DOM,3297,524,2028601
48,DOM,19902,203689,804272427
48,DOM,3261,13046,52772969
48,DOM,7668,19147,76266170
48,DOM,1135,12820,50620954
48,DOM,31429,271228,1082151286
48,DOM,212,10084,39870456
48,DOM,182,5295,20943524
48,DOM,95,1112,4398780
48,DOM,246,7068,27959369
48,DOM,5973,30265,119685930
48,DOM,216,688,2722793
48,DOM,204,1109,4387387
48,DOM,293,1451,5729711
48,DOM,27,146,576728
48,DOM,3293,61775,240107820
48,DOM,12750,3020,12042411
48,DOM,120,1862,7311354
48,DOM,71,4006,15726006
48,DOM,4642,53460,212795795
48,DOM,152,6841,27044391
48,DOM,21,788,3118974
48,DOM,107,3108,12282940
48,DOM,9481,34530,136478360
48,DOM,66,181,716410
48,DOM,491,3586,14174973
48,DOM,6654,29244,115655664
48,DOM,50,1060,4161316
48,DOM,50,144,565311
48,DOM,8000,2714,10852853
48,DOM,134,1240,4739342
48,DOM,330,9386,35873761
48,DOM,192,23259,88897825
48,DOM,299,863,3413291
48,DOM,107,4351,17181282
48,DOM,51,1469,5798470
48,DOM,42,502,1982128
48,DOM,65,1802,7114400
48,DOM,2675,22698,89625382
48,DOM,56,186,733718
48,DOM,346,1616,6381196
48,DOM,8,95,363095
48,DOM,134,5803,22961672
48,DOM,60,1616,6395034
48,DOM,54,625,2473292
48,DOM,32,678,2680705
48,DOM,2322,15690,62080140
48,DOM,42,143,567518
48,DOM,25,71,279664
48,DOM,115,409,1616455
48,DOM,104000,25348,100964886
48,DOM,40500,25488,101419379
48,DOM,291,4466,17634851
48,DOM,4,222,880063
48,DOM,195,1660,6569804
48,DOM,790,10059,39799229
48,DOM,212,722,2855910
48,DOM,315,857,3389163
48,DOM,3413,15104,59761558
48,DOM,6929,56455,225736402
48,DOM,96,35930,144553613
48,DOM,42,32046,126358339
48,DOM,11624,99024,390998843
48,DOM,1350,675,2692946
48,DOM,817,1032,4117216
48,DOM,450,450,1795298
48,DOM,3013,80884,322121565
48,DOM,100,279,1111118
48,DOM,216,18727,74579720
48,DOM,3,70,278775
48,DOM,11777,98093,392317207
48,DOM,2345,14016,56055451
48,DOM,1725,5577,22210880
48,DOM,2156,6557,26113730
48,DOM,153,1476,5878170
48,DOM,37641,344805,1379022061
48,DOM,193,8305,32902490
48,DOM,253,7338,29047371
48,DOM,94,1068,4224680
48,DOM,357,10163,40289859
48,DOM,7263,26032,103254678
48,DOM,552,1905,7537296
48,DOM,204,1460,5776257
48,DOM,462,2199,8700206
48,DOM,254,1307,5174621
48,DOM,7680,15937,63724854
48,DOM,278200,51164,203758798
48,DOM,1501,10519,42071564
48,DOM,109,4812,19075782
48,DOM,35,2165,8569879
48,DOM,1740,7026,27811066
48,DOM,8984,34542,137334799
48,DOM,43,146,576807
48,DOM,209,1788,7072006
48,DOM,4959,22389,88784044
48,DOM,48,894,3568805
48,DOM,6906,32719,130828528
48,DOM,2520,2026,8066952
48,DOM,120,215,857241
48,DOM,11214,3423,13690329
48,DOM,382,85156,334301653
48,DOM,22,3076,12075433
48,DOM,2520,1676,6673874
48,DOM,144,282,1126386
48,DOM,100,1700,6770250
48,DOM,110,15363,61181714
48,DOM,238,29532,117613102
48,DOM,788,2807,11202560
48,DOM,1297,46992,183994122
48,DOM,22684,27300,106893040
48,DOM,1144,939,3675571
48,DOM,23,1559,6209293
48,DOM,13500,8100,32049756
48,DOM,100,483,1923662
48,DOM,5672,22598,90010626
48,DOM,259500,9762,38885303
48,DOM,28550000,4085505,16131779913
48,DOM,78240,27868,110219407
48,DOM,1523,13485,53921507
48,DOM,15105,14668,57429765
48,DOM,7418,56749,226003888
48,DOM,45,2,7831
48,DOM,93812,34576,135318618
48,DOM,108,1242,4746986
48,DOM,14775,78050,311133859
48,DOM,9675,29482,117658685
48,DOM,7317,38120,152424401
48,DOM,46,538,2143731
48,DOM,22,198,788664
48,DOM,48,242,963922
48,DOM,56,762,3033567
48,DOM,20,214,852394
48,DOM,142,1386,5519053
48,DOM,120,955,3805502
48,DOM,1760,66263,260585211
48,DOM,3,90331,360380041
48,DOM,545,2530,10075725
48,DOM,1635,7590,30227175
48,DOM,7467,46295,176943334
48,DOM,28,37482,148000598
48,DOM,57,53610,213950279
48,DOM,57,53610,209905419
48,DOM,1124,21070,82496857
48,DOM,25318,36559,143521833
48,DOM,4960,60288,240136147
48,DOM,127,102516,408268297
48,DOM,33800,18505,74449501
48,DOM,151,813,3237772
48,DOM,157,739,2944344
48,DOM,90,117,465952
48,DOM,909,14662,58402937
48,DOM,440,5086,20256588
48,DOM,85,841,3347889
48,DOM,2,4933,19724650
48,DOM,2730,1895,7420171
48,DOM,700,5694,22294263
48,DOM,500,2622,10268176
48,DOM,200,236,924746
48,DOM,14670,59745,228552231
48,DOM,1182,6513,24894655
48,DOM,546,2884,11149834
48,DOM,10610,18997,73580393
48,DOM,2196,6126,23887573
48,DOM,715,4443,17229489
48,DOM,100,650,2484332
48,DOM,289,1008,3852626
48,DOM,10000,81500,311497075
48,DOM,1366,47376,181071912
48,DOM,129,10885,41603014
48,DOM,220,2668,10198758
48,DOM,244,3266,12786659
48,DOM,15557,73385,280481904
48,DOM,6254,30444,119515474
48,DOM,2352,6401,25128108
48,DOM,333,1875,7167987
48,DOM,727,3283,12852986
48,DOM,395,5725,22414310
48,DOM,678,3193,12250817
48,DOM,5117,7487,29312906
48,DOM,2855,9746,38067003
48,DOM,4689,27360,107597550
48,DOM,15840,37707,148286958
48,DOM,156,4253,16256707
48,DOM,4000,12040,46017482
48,DOM,5200,23838,91108499
48,DOM,6810,34300,131096315
48,DOM,770000,14547,57357483
48,DOM,84515,26949,103001037
48,DOM,10,61198,243760814
48,DOM,61,100,392577
48,DOM,2267,8969,36085860
48,DOM,1980,7655,30796466
48,DOM,358,1597,6423618
48,DOM,16449,25711,103440109
48,DOM,63,336,1349988
48,DOM,132,839,3375835
48,DOM,600,889,3554293
48,DOM,2212,13813,55231419
48,DOM,55,4812,19242829
48,DOM,365,2720,10877946
48,DOM,102,753,3029678
48,DOM,257,1094,4402076
48,DOM,95,465,1871195
48,DOM,175,694,2792550
48,DOM,63,308,1237539
48,DOM,6480,15749,62985823
48,DOM,533,9054,36202510
48,DOM,3000,9540,38145785
48,DOM,87,270,1079598
48,DOM,2591,13050,52180556
48,DOM,40,30,117956
48,DOM,150,2,5998
48,DOM,1,66,265901
48,DOM,3570,15186,59716242
48,DOM,3536,12571,48666285
48,DOM,734,3369,13377557
48,DOM,16656,28961,113719914
48,DOM,772,2198,8451546
48,DOM,154,1221,4755920
48,DOM,904,30688,122706075
48,DOM,300,992,3948768
48,DOM,27,5690,22751842
48,DOM,7,1502,6006082
48,DOM,994,202939,811453661
48,DOM,11000,50104,199539180
48,DOM,41,412,1647706
48,DOM,2152,9633,38380886
48,DOM,1066,14073,54811306
48,DOM,1553,7722,30334179
48,DOM,1197,18599,74167573
48,DOM,8515,11907,46839548
48,DOM,1066,3428,13269434
48,DOM,440,1837,7317525
48,DOM,300,376,1495907
48,DOM,2800,11458,45630011
48,DOM,432,505,2021472
48,DOM,102893,64826,253820569
48,DOM,46512,18560,74193022
48,DOM,68376,25538,101966743
48,DOM,2040,1484,5931846
48,DOM,36,6271,25074656
48,DOM,134,20,76896
48,DOM,255,2169,8583597
48,DOM,2,45,179479
48,DOM,8,118,465315
48,DOM,84,982,3884826
48,DOM,1,26615,105309167
48,DOM,1,14581,57693518
48,ROU,3,20541,81816888
48,ROU,2,16330,65043246
48,ROU,793,5638,22805332
48,ROU,151,2041,8257103
48,ROU,173,2246,9087182
48,ROU,1139,21524,87069396
48,ROU,1128,7969,32236196
48,ROU,561,10230,41382601
48,ROU,204,4080,16504498
48,ROU,3,15,60678
48,ROU,1,15,60678
48,ROU,39886,161971,622749066
48,ROU,638,7147,27984205
48,ROU,210,11224,43946786
48,ROU,450,3676,14872251
48,ROU,30,383,1549481
48,ROU,55,1016,4111562
48,ROU,55,924,3737783
48,ROU,60,1058,4281461
48,ROU,40,672,2718388
48,ROU,756,2298,9296886
48,ROU,242,4192,16955944
48,RUS,19975,24000,94218480
48,RUS,2,2,9422
48,RUS,466926,1746380,6928723199
48,RUS,65033,305809,1196985695
48,RUS,111991,308571,1221634045
48,RUS,27987,44061,173976779
48,RUS,354337,1282910,5003312565
48,RUS,177419,855351,3380151081
48,RUS,83974,229349,905595517
48,RUS,27996,37086,146229712
48,RUS,187453,705674,2786438144
48,RUS,36383,167192,665937198
48,RUS,55977,150037,592425872
48,RUS,27868,114453,451921696
48,RUS,202426,747822,2940327993
48,RUS,8408,32139,128220546
48,RUS,40843,184008,722894135
48,RUS,55967,152408,595913810
48,VCT,173,1500,5898885
48,VCT,1260,5220,20528120
48,VCT,1563,5735,22553561
48,VCT,512,1572,6182031
48,VCT,194,2201,8654136
48,VCT,240,960,3775286
48,VCT,350,1,3933
48,VCT,12,15,58989
48,VCT,96,1,3775
48,VCT,29,15708,60035577
48,VCT,70000,54996,216276405
48,LCA,1762,7025,28036571
48,LCA,4828,15429,61574809
48,LCA,2385,6622,26426011
48,LCA,2555,8507,33949937
48,LCA,192,1204,4805020
48,LCA,674,6028,24057623
48,LCA,150,939,3747915
48,LCA,92,2784,11111209
48,LCA,328,3394,13544209
48,LCA,120,468,1867732
48,LCA,96,1,3831
48,LCA,539,6756,26454368
48,LCA,1930,7389,28931112
48,LCA,5703,16145,63213834
48,LCA,2629,7522,29451864
48,LCA,1855,6333,24796888
48,LCA,188,1180,4619894
48,LCA,115,1205,4717310
